Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1713997570.77,0,0,31.5,0.0,1.0,1.0,22.77912109375,49.82176809224204,1010.0822752592385,26.40691776310027,728169.0
1713997572.74,0,0,31.5,0.0,1.0,1.0,22.88263671875,49.50208716214752,1010.0842710990753,26.390258926004876,727377.5
1713997574.75,0,0,31.5,0.0,0.5,0.5,22.97482421875,49.18747022154578,1010.0949414426698,26.301196013905333,732097.0
1713997576.75,0,0,26.5,0.0,0.5,0.5,23.070234375,48.90059815682703,1010.1034221337811,26.23041013073621,734085.0
1713997578.77,0,0,38.0,0.0,0.0,0.0,23.15451171875,48.63660547891626,1010.1048610021483,26.218400368580077,738092.0
1713997580.74,0,0,32.0,0.0,0.0,0.0,23.20724609375,48.25005497672706,1010.1002446806801,26.25693139255356,741319.0
1713997582.77,0,0,28.0,0.0,0.0,0.0,23.2497265625,47.863007044872056,1010.0943308769528,26.306292191198352,748869.0
1713997584.69,0,0,28.0,0.0,0.0,0.0,23.2497265625,47.863007044872056,1010.0943308769528,26.306292191198352,748869.0
1713997586.78,0,0,31.5,0.0,0.5,0.5,23.31828125,47.55106593330617,1010.0961620707867,26.29100771273489,747469.0
1713997588.74,0,0,35.0,0.0,0.5,0.5,23.3883984375,47.26346776491806,1010.0946950161572,26.303252826715422,750110.0
1713997590.77,0,0,32.0,0.0,1.0,1.0,23.4565625,47.041062702130034,1010.0924390800869,26.322082616797964,758042.0
1713997592.73,0,0,32.0,0.0,1.0,1.0,23.5176953125,46.88892012488003,1010.084188980949,26.390944292454908,758687.0
1713997594.77,0,0,31.0,0.0,1.0,1.0,23.5719921875,46.703611158049966,1010.08466466497,26.386973844606217,765766.5
1713997596.74,0,0,31.5,0.0,1.0,1.0,23.625703125,46.49778659359127,1010.0807508338072,26.41964187899947,766404.0
1713997598.77,0,0,30.5,0.0,1.0,1.0,23.6755078125,46.25638578467236,1010.0769864938919,26.4510622399199,770324.0
1713997600.74,0,0,32.5,0.0,1.0,1.0,23.7221875,46.02667679475232,1010.084006386279,26.39246836892177,777633.0
1713997602.77,0,0,32.5,0.0,1.0,1.0,23.76583984375,45.84679171064697,1010.0901292630958,26.341362046663356,785054.5
1713997604.74,0,0,31.0,0.0,1.0,1.0,23.81134765625,45.67022836994866,1010.0943034327308,26.306521262382756,782115.0
1713997606.77,0,0,40.5,0.0,1.0,1.0,23.856464843749997,45.499642560051356,1010.0893424390226,26.347929504994305,790779.0
1713997608.74,0,0,28.5,0.0,1.0,1.0,23.899921874999997,45.340721929071904,1010.0841040158386,26.3916535169436,793338.5
1713997610.78,0,0,31.5,0.0,1.0,1.0,23.934199218750003,45.18378181998365,1010.0836531521886,26.395416750292462,800118.5
1713997612.72,0,0,31.5,0.0,1.0,1.0,23.96359375,45.04101034018241,1010.0834069875173,26.397471448201802,802487.5
1713997614.77,0,0,42.5,0.0,1.0,1.0,23.98556640625,44.90916569476518,1010.0858478780724,26.37709780299827,807274.0
1713997616.74,0,0,22.0,0.0,1.0,1.0,24.0059765625,44.7801502096598,1010.0822573998594,26.407066831247082,810407.0
1713997618.77,0,0,37.0,0.0,1.0,1.0,24.040644531250003,44.655803967074306,1010.0892249603135,26.34891002803991,815774.0
1713997620.72,0,0,37.0,0.0,1.0,1.0,24.0946484375,44.548361781694574,1010.0882318883915,26.357199055730632,819229.0
1713997622.77,0,0,30.5,0.0,0.5,0.5,24.15890625,44.4188565456287,1010.0850820487794,26.383490060315005,823209.0
1713997624.74,0,0,26.5,0.0,0.5,0.5,24.234980468750003,44.2849780311434,1010.0951136201431,26.299759003208017,825216.0
1713997626.77,0,0,42.0,0.0,0.0,0.0,24.3106640625,44.12204324449416,1010.0976834268414,26.278309381508414,829766.5
1713997628.74,0,0,31.0,0.0,0.0,0.0,24.3977734375,43.98089916303396,1010.0941227097096,26.3080297882252,831800.0
1713997630.75,0,0,31.0,0.0,0.0,0.0,24.4878125,43.8518020947736,1010.0759882682721,26.459394570423257,835907.0
1713997632.74,0,0,38.5,0.0,0.0,0.0,24.5784375,43.714137344727504,1010.0655835134826,26.54624171366241,840572.0
1713997634.77,0,0,31.0,0.0,0.0,0.0,24.6676953125,43.55319381699132,1010.0613050789385,26.58195353278213,842926.0
1713997636.71,0,0,30.5,0.0,0.0,0.0,24.6676953125,43.55319381699132,1010.0613050789385,26.58195353278213,842926.0
1713997638.78,0,0,30.5,0.0,0.0,0.0,24.7567578125,43.35177621122131,1010.0566599990601,26.620725897744528,847670.0
1713997640.72,0,0,30.5,0.0,0.0,0.0,24.8391796875,43.13822208829411,1010.0526297670417,26.65436625701924,849263.5
1713997642.77,0,0,28.5,0.0,0.0,0.0,24.920625,42.945018925347696,1010.0520059342784,26.659573403608526,852202.0
1713997644.74,0,0,29.5,0.0,0.0,0.0,25.003828125,42.76086063635513,1010.0492331959463,26.682717536292575,852202.0
1713997646.77,0,0,33.0,0.0,0.0,0.0,25.081171875,42.58775103227432,1010.042470126639,26.73916932120396,854085.5
1713997648.72,0,0,33.0,0.0,0.0,0.0,25.1505078125,42.40234816529636,1010.0425136373813,26.73880611065556,855700.5
1713997650.77,0,0,37.5,0.0,0.0,0.0,25.21037109375,42.21605167713129,1010.0392648715382,26.765923919757846,859773.0
1713997652.74,0,0,34.0,0.0,0.0,0.0,25.261249999999997,42.08359062325816,1010.0318582179186,26.82774819657878,860048.5
1713997654.77,0,0,26.5,0.0,0.0,0.0,25.31125,41.97700391192001,1010.0263486730305,26.87373731158818,860590.5
1713997656.74,0,0,37.0,0.0,0.0,0.0,25.358515625,41.89603552139465,1010.0331814042758,26.816703385095202,861960.5
1713997658.79,0,0,37.0,0.0,0.0,0.0,25.4063671875,41.83527836327691,1010.0333566734939,26.815240343895233,859774.5
1713997660.75,0,0,29.5,0.0,0.0,0.0,25.4559765625,41.800593008268265,1010.0390353646872,26.7678395836107,858954.0
1713997662.77,0,0,31.5,0.0,0.0,0.0,25.505878906249997,41.783183503833314,1010.0333161415274,26.815578683105212,860340.0
