Time,PM25,PM10,Temperature,Humidity,Pressure
1708559900.1151836,0,0,34.505,100,751.8949906571423
1708559901.128621,0,0,15.87921875,50.825264988697924,1009.9865194642548
1708559902.1423495,0,0,15.9290234375,50.88677922795291,1009.9842835282132
1708559903.156711,0,0,15.970625,50.84853002392863,1009.9766481443376
1708559904.169888,0,0,16.0083203125,50.82834047194074,1009.9759572184045
1708559905.1829858,0,0,16.037421875,50.770091115403716,1009.9726019537097
1708559906.1961565,0,0,16.060078125,50.72959911129808,1009.9617440241377
1708559907.2094562,0,0,16.08078125,50.713560512802275,1009.952666542597
1708559908.2225358,0,0,16.096796875,50.72781437450462,1009.939057760989
1708559909.2363865,0,0,16.1083203125,50.73536212561584,1009.931413702372
1708559910.2584946,0,0,16.1219921875,50.724653938304535,1009.9257031208671
1708559911.271821,0,0,16.1348828125,50.70768250421695,1009.9220605571338
1708559912.285099,0,0,16.1481640625,50.72778179536829,1009.9173825287616
1708559913.296267,0,0,16.1575390625,50.74124530343519,1009.9145781380525
1708559914.3074355,0,0,16.1606640625,50.76013492665859,1009.8978294513006
1708559915.3185594,0,0,16.1645703125,50.69271920948993,1009.8807055895584
1708559916.3296833,0,0,16.171015625,50.68114967066845,1009.8644805857692
1708559917.341142,0,0,16.1747265625,50.61373950810568,1009.8436375284078
1708559918.3543773,0,0,16.1766796875,50.681826411785366,1009.8232145738203
1708559919.3676178,0,0,16.1762890625,50.67561014627154,1009.7988337638756
1708559920.3808217,0,0,16.171796875,50.65039744266494,1009.7776932793415
1708559921.3943882,0,0,16.1661328125,50.59421309749762,1009.7613515717347
1708559922.4089115,0,0,16.1594921875,50.56259093019161,1009.7416667000571
1708559923.4221652,0,0,16.1505078125,50.48755094705033,1009.718024516153
1708559924.4354782,0,0,16.142890625,50.56677679775358,1009.7017740102187
1708559925.450079,0,0,16.1329296875,50.608751956186296,1009.6883431622347
1708559926.4633362,0,0,16.1137890625,50.58796980740094,1009.6661889657013
1708559927.4766347,0,0,16.0856640625,50.60311489458076,1009.6424171105891
1708559928.4904068,0,0,16.0555859375,50.568702040335324,1009.6170399327139
1708559929.505395,0,0,16.0223828125,50.58324201655162,1009.6016299497264
1708559930.520455,0,0,15.99328125,50.511975483404655,1009.5812855656327
1708559931.534909,0,0,15.9688671875,50.601529774279214,1009.5756300075639
1708559932.5495918,0,0,15.9469921875,50.6235878465248,1009.5776474280008
1708559933.5643044,0,0,15.9305859375,50.603137432442765,1009.5685733158847
1708559934.5786166,0,0,15.9161328125,50.632245309593124,1009.5746524794132
1708559935.5918415,0,0,15.9083203125,50.711492299096804,1009.5800894158579
1708559936.6050746,0,1,15.899921875,50.870951828611986,1009.5743746360075
1708559937.6182868,0,0,15.896796875,50.91997982500533,1009.5724844845749
1708559938.6324751,0,0,15.8923046875,50.96267983535667,1009.5699790500578
