Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1713390632.84,0,0,41.5,1.5,2.5,2.5,25.8567578125,46.12701245356479,1004.3779311101279,74.12927768950954,212602.5
1713390634.61,0,0,41.5,2.0,3.0,3.0,25.8598828125,46.478965932207444,1004.3093078974974,74.70472781175191,201739.5
1713390636.57,0,0,41.5,2.0,3.0,3.0,26.014667968749997,46.633653780897646,1004.1020256626557,76.44305675229333,194113.0
1713390638.59,0,0,36.5,1.0,2.0,2.0,26.15216796875,46.310520455210366,1003.994662518538,77.34355266321579,199907.0
1713390640.56,0,0,27.0,1.0,2.0,2.0,26.2485546875,45.962234607800326,1003.9388588933964,77.81163044491294,204978.0
1713390642.59,0,0,41.0,1.5,2.5,2.5,26.316035156250003,45.66992978759418,1003.8872039940481,78.24492848334731,209728.5
1713390644.56,0,0,41.0,1.5,2.5,2.5,26.36388671875,45.3992168323676,1003.8620846101326,78.45564447317676,214321.0
1713390646.6,0,0,39.5,2.0,3.0,3.0,26.39884765625,45.144957770502394,1003.845928975372,78.59116958726771,219618.5
1713390648.57,0,0,32.0,2.0,3.0,3.0,26.42384765625,44.933827062065774,1003.8436572780955,78.61022635988829,223076.5
1713390650.6,0,0,42.0,1.5,2.5,2.5,26.4454296875,44.76353028561155,1003.8331031726054,78.69876297225315,227877.0
1713390652.58,0,0,44.5,1.5,2.5,2.5,26.46466796875,44.62529773621172,1003.8322138655444,78.70622324634931,229685.0
1713390654.54,0,0,44.5,1.5,2.5,2.5,26.48078125,44.49849896441846,1003.8311829541783,78.71487142440313,234787.0
1713390656.59,0,0,36.0,1.0,2.0,2.0,26.495234375000003,44.43588819908862,1003.833316612544,78.6969724353331,236796.0
1713390658.57,0,0,32.5,1.0,2.0,2.0,26.50958984375,44.38497523375534,1003.8301866599627,78.72322922338984,240296.0
1713390660.57,0,0,40.0,2.0,3.0,3.0,26.50958984375,44.38497523375534,1003.8301866599627,78.72322922338984,240296.0
1713390662.55,0,0,40.0,2.0,3.0,3.0,26.5235546875,44.345716820579305,1003.8348994541857,78.68369423293662,243993.5
1713390664.6,0,0,34.5,2.0,3.0,3.0,26.53654296875,44.32095686852375,1003.837974619303,78.65789712380266,246243.0
1713390666.57,0,0,46.0,2.0,3.0,3.0,26.5501171875,44.30795340245675,1003.8343822380289,78.688033068126,249569.5
1713390668.59,0,0,30.0,2.0,3.0,3.0,26.56408203125,44.31544524279104,1003.8263441546185,78.7554636132732,253170.5
1713390670.56,0,0,40.0,2.0,3.0,3.0,26.576484375,44.33444025615116,1003.815685791059,78.84487614809731,255701.5
1713390672.59,0,0,40.0,2.0,3.0,3.0,26.5909375,44.37413655027226,1003.8135635081451,78.86267989652029,258374.5
1713390674.57,0,0,40.0,2.0,3.0,3.0,26.6044140625,44.402035958709604,1003.8098033601871,78.8942238791752,260091.5
1713390676.59,0,0,39.5,1.0,3.0,3.0,26.6180859375,44.42996395127385,1003.8140194639552,78.85885489804818,262658.5
1713390678.56,0,0,44.5,1.0,3.0,3.0,26.6309765625,44.443185270157244,1003.8135254447161,78.86299921220748,264653.0
1713390680.61,0,0,35.5,1.0,2.5,2.5,26.6442578125,44.450606520139715,1003.810285308469,78.89018075169687,267399.0
1713390682.55,0,0,35.5,1.0,2.5,2.5,26.657734374999997,44.44635537728827,1003.8150219650317,78.8504449263748,269461.0
1713390684.6,0,0,37.0,1.0,2.0,2.0,26.670527343750003,44.42155609624395,1003.8254127068695,78.76327745068636,271211.0
1713390686.62,0,0,34.0,1.0,2.0,2.0,26.6829296875,44.40840695269014,1003.8257976428945,78.76004835260653,273219.0
1713390688.59,0,0,41.5,1.0,2.0,2.0,26.6940625,44.40680180749449,1003.8232041554862,78.78180482768215,276501.5
1713390690.58,0,0,38.0,1.0,2.0,2.0,26.7063671875,44.41118280041996,1003.8234240955849,78.77995976282496,278699.5
1713390692.62,0,0,38.0,1.0,2.0,2.0,26.7219921875,44.413033591400634,1003.8241072585158,78.77422875858849,279290.5
1713390694.57,0,0,28.0,1.0,2.0,2.0,26.73390625,44.405674041307535,1003.8211206557702,78.79928318558774,280583.5
1713390696.59,0,0,41.5,1.0,2.0,2.0,26.7477734375,44.40439297233418,1003.8180058383653,78.82541326019592,284170.0
1713390698.57,0,0,36.5,1.0,2.0,2.0,26.7628125,44.4061747779869,1003.8228051577934,78.78515199161401,285266.0
1713390700.58,0,0,36.5,0.0,1.0,1.0,26.77501953125,44.38130917699628,1003.8220075154958,78.79184336542133,287981.0
1713390702.57,0,0,36.0,0.0,1.0,1.0,26.78654296875,44.321292038250725,1003.8183631971078,78.82241538977908,290239.5
1713390704.6,0,0,39.0,0.5,1.5,1.5,26.79923828125,44.267275648685725,1003.8200828370414,78.80798940170422,293692.5
1713390706.57,0,0,40.5,0.5,1.5,1.5,26.81291015625,44.23383587054089,1003.8268392442634,78.75131038802377,295123.0
1713390708.58,0,0,33.5,1.0,2.0,2.0,26.81291015625,44.23383587054089,1003.8268392442634,78.75131038802377,295123.0
1713390710.54,0,0,33.5,1.0,2.0,2.0,26.8258984375,44.22076576759548,1003.8290485595751,78.73277662885496,294862.5
1713390712.59,0,0,34.0,0.0,1.0,2.0,26.83849609375,44.213491671572825,1003.8289020877495,78.73400536000187,297098.5
1713390714.56,0,0,43.0,0.0,1.0,2.0,26.85294921875,44.20643699427235,1003.8301635057951,78.72342350722005,297234.0
1713390716.59,0,0,37.5,0.0,1.0,2.0,26.86818359375,44.19363355248332,1003.8344337598419,78.68760084314138,298696.0
