Time,PM25,PM10,Temperature,Humidity,Pressure
1707954800.2620542,0,0,24.257734375,47.85221900638223,1004.8818272280348
1707954801.275094,0,0,24.2596875,47.92489592213501,1004.8919021684414
1707954802.2900507,0,0,24.26125,48.015676030866125,1004.8927189011506
1707954803.3046167,0,0,24.2618359375,48.08220870230202,1004.9005702365213
1707954804.319127,0,0,24.2628125,48.185090064447046,1004.8987093916189
1707954805.3338914,0,0,24.2633984375,48.23958948389357,1004.8962132081601
1707954806.3471212,0,0,24.264765625,48.2881525396916,1004.8915384862562
1707954807.3603244,0,0,24.2659375,48.32460184629966,1004.8899952687987
1707954808.3750238,0,0,24.266328125,48.385173384829336,1004.8889059946993
1707954809.3895345,0,0,24.2659375,48.41539406692484,1004.8899952687987
1707954810.4035797,0,0,24.2653515625,48.43348520404482,1004.8890422843932
1707954811.4181917,0,0,24.264765625,48.45763383837418,1004.8829155218707
1707954812.4331696,0,0,24.264375,48.48181002154611,1004.8857293857172
1707954813.4480386,0,0,24.2637890625,48.51202267323161,1004.8865009936889
1707954814.4623435,0,0,24.262421875,48.51791014928165,1004.886001952129
1707954815.4759521,0,0,24.2622265625,48.51788582697199,1004.864989264839
1707954816.49035,0,0,24.2596875,48.52362753130751,1004.8436139754252
1707954817.5050874,0,0,24.256171875,48.45050913736918,1004.8327225865652
1707954818.519955,0,0,24.2534375,48.37146564418161,1004.8231018460484
1707954819.5342803,0,0,24.2503125,48.322662203919066,1004.8093967683324
1707954820.547682,0,0,24.2489453125,48.27409058547653,1004.8002750866385
1707954821.5609698,0,0,24.2458203125,48.24345869185719,1004.7951928466487
1707954822.5742598,0,0,24.242109375,48.21275974343847,1004.792606749329
1707954823.587671,0,0,24.239765625,48.164098005277495,1004.7939686295692
1707954824.6015666,0,0,24.2360546875,48.09715001916933,1004.7827599074703
1707954825.6185226,0,0,24.231953125,48.07247154099808,1004.762293484922
1707954826.6317263,0,0,24.226875,48.035593486012466,1004.7402391085308
1707954827.6463602,0,0,24.2212109375,47.9865720854989,1004.7189565697022
1707954828.6605299,0,0,24.2149609375,47.90127043888688,1004.6967214094929
1707954829.673902,0,0,24.209296875,47.840219032388745,1004.6599194664782
1707954830.6871722,0,0,24.20265625,47.7790695395387,1004.6284277064717
1707954831.7010865,1,1,24.196796875,47.699949130861384,1004.5999312109165
1707954832.7160559,1,1,24.1891796875,47.608596954740456,1004.5668524053882
1707954833.7308228,1,1,24.1809765625,47.499154048970325,1004.5569623220457
1707954834.7458165,1,1,24.1716015625,47.34149619561503,1004.5468909735037
1707954835.7591357,1,1,24.163984375,47.196221090664174,1004.5345049342945
1707954836.7703102,1,1,24.1565625,47.08713789068827,1004.5051936689764
1707954837.7814817,1,1,24.151875,47.038510290248276,1004.4855017586357
1707954838.7927086,1,1,24.1442578125,47.01956724981328,1004.45759791919
1707954839.8034484,1,1,24.13703125,46.93463164356554,1004.4303296359321
1707954840.8147717,1,1,24.1294140625,46.86169157692409,1004.4024266243296
1707954841.8277261,1,1,24.1216015625,46.80075545986517,1004.3724822910024
1707954842.8405654,1,1,24.1153515625,46.75202282449112,1004.3519755004287
1707954843.8534513,0,0,24.1067578125,46.72700146209243,1004.3414515100673
1707954844.8667996,0,0,24.098359375,46.70800242822278,1004.332969145223
1707954845.8808548,0,0,24.090546875,46.67708923149331,1004.3202670491162
1707954846.8949585,0,0,24.08390625,46.6583087190142,1004.3077462161971
1707954847.9069726,0,0,24.077265625,46.62754679526384,1004.2969495102152
1707954848.919904,0,0,24.0688671875,46.60856066809839,1004.2729506539956
1707954849.9331672,0,0,24.060859375,46.565664749768324,1004.256483272267
1707954850.9463828,0,0,24.051484375,46.534592071971815,1004.2188293298376
1707954851.9605446,0,0,24.04328125,46.5156414483367,1004.1830812907632
1707954852.9824033,0,0,24.03390625,46.4905657297764,1004.1471527176489
1707954853.9974349,1,1,24.025703125,46.48359319876314,1004.1096820723521
1707954855.0118535,1,1,24.0169140625,46.48253686455057,1004.0781551711515
1707954856.0263968,1,1,24.009296875,46.48760768610403,1004.062324755711
1707954857.0399163,1,1,24.0028515625,46.51077976731334,1004.0363325060349
1707954858.0536408,1,1,23.9958203125,46.5278963843281,1004.0231787841935
1707954859.0686083,1,1,23.9876171875,46.55086168960857,1004.0012249285617
1707954860.0827384,1,1,23.980390625,46.573947089098866,1003.9825825741829
1707954861.0973983,1,1,23.9719921875,46.590904394145625,1003.9585879648628
1707954862.1119554,0,0,23.964765625,46.596024268582454,1003.9313273307948
1707954863.1330307,0,0,23.9555859375,46.6009091564482,1003.8957212035738
1707954864.1462855,0,0,23.9462109375,46.58181267741299,1003.8701404315121
1707954865.1601582,0,0,23.9376171875,46.550836510585015,1003.8475535464272
1707954866.173269,0,0,23.9294140625,46.53188760385739,1003.832496445631
1707954867.1861827,0,0,23.921015625,46.50693136777685,1003.8240164608561
1707954868.1996083,0,0,23.911640625,46.48186207010421,1003.8105018727142
1707954869.214367,0,0,23.9008984375,46.45064870700831,1003.8016593299416
1707954870.2292354,0,0,23.8923046875,46.41969960317306,1003.8049264096371
1707954871.2442071,0,0,23.8809765625,46.400393250859395,1003.7951308917618
1707954872.2584093,0,0,23.87140625,46.38130037695087,1003.7847454026274
1707954873.2717483,0,0,23.8628125,46.33242547680024,1003.7828410293848
1707954874.2851758,0,0,23.8528515625,46.3372127753727,1003.7735437356224
1707954875.2984376,0,0,23.8438671875,46.330157490215385,1003.7710039045156
1707954876.3124957,0,0,23.833515625,46.32293910893246,1003.7748583777314
1707954877.3272915,0,0,23.82453125,46.30990606494687,1003.7671477382138
1707954878.3419752,0,0,23.8165234375,46.29101306026894,1003.7696410845242
1707954879.35534,0,0,23.809296875,46.29612687512268,1003.7734040433023
1707954880.3693442,1,1,23.8020703125,46.33113464747637,1003.7737200762255
1707954881.3842747,1,1,23.795234375,46.38413787347085,1003.7763941481821
1707954882.3986897,1,1,23.7876171875,46.4370627201056,1003.7743514246919
1707954883.4132557,1,1,23.7817578125,46.47226065069064,1003.7768892484901
1707954884.4280307,1,1,23.7755078125,46.531360568138446,1003.7787918657817
1707954885.448925,1,1,23.7690625,46.57249322090437,1003.7786535474966
1707954886.4623184,1,1,23.7633984375,46.59576362218485,1003.7780618803379
1707954887.4756804,1,1,23.7571484375,46.63094448316839,1003.7765175491877
1707954888.4890306,1,1,23.753046875,46.67238088560201,1003.7732961846689
1707954889.5036848,1,1,23.74640625,46.67158202773134,1003.7625008214698
1707954890.516909,1,1,23.7415234375,46.665004260646626,1003.764901939064
1707954891.531684,1,1,23.73546875,46.64630628503161,1003.7722903385045
1707954892.5463202,1,1,23.727265625,46.62735243547405,1003.7744625905236
1707954893.5613024,1,1,23.7184765625,46.566418591963505,1003.7739588293903
1707954894.5756743,1,1,23.7102734375,46.51156252244515,1003.7795765103514
1707954895.5905514,0,0,23.7012890625,46.45064871177318,1003.7839236153186
1707954896.6039028,0,0,23.693671875,46.37198098824521,1003.7904930151741
1707954897.6173244,0,0,23.6848828125,46.29918771827524,1003.8003257326397
1707954898.630551,1,1,23.67765625,46.23856301593215,1003.8023603896536
1707954899.642949,1,1,23.6684765625,46.17772789604435,1003.8132799280751
1707954900.65628,1,1,23.658515625,46.12876458814023,1003.8229285383092
1707954901.669507,1,1,23.64796875,46.085716285589754,1003.8247321032051
1707954902.6827865,1,1,23.63859375,46.042819361317854,1003.8163804130738
1707954903.696093,1,1,23.6294140625,46.00592402256174,1003.8204061037477
1707954904.7094054,1,1,23.62140625,45.98707367155364,1003.8159997891137
1707954905.722657,1,1,23.613203125,45.980133556256604,1003.8181669565762
1707954906.7358716,1,1,23.6044140625,45.95522923784958,1003.8142126680374
1707954907.7508466,1,1,23.5958203125,45.95420919179778,1003.8122984883753
1707954908.7659266,1,1,23.5868359375,45.94121425547118,1003.8011351677778
1707954909.7810307,1,1,23.5786328125,45.94024094978491,1003.8015784296122
1707954910.7956636,0,1,23.570625,45.93332709268273,1003.797170885258
1707954911.8099678,0,1,23.5628125,45.91451048828581,1003.7965261031284
1707954912.8293166,0,1,23.5534375,45.88954902390371,1003.7916176683576
1707954913.8422344,0,1,23.5440625,45.87055309066242,1003.7918768582691
1707954914.855445,0,1,23.535859375,45.86958131029177,1003.795763854359
1707954915.8682373,0,1,23.5278515625,45.83286972172601,1003.7913551495685
1707954916.8810055,0,1,23.5204296875,45.808153641341335,1003.7913442053417
1707954917.8948355,0,1,23.5118359375,45.77734511961903,1003.7842597510534
1707954918.9090645,0,1,23.5044140625,45.74668137348698,1003.7859708791553
1707954919.9229984,0,1,23.493671875,45.697765859732975,1003.7874497779108
1707954920.9454005,0,1,23.48234375,45.64879664802235,1003.7896977202909
1707954921.9585047,0,1,23.4721875,45.58807874523521,1003.793850760708
1707954922.9720767,0,1,23.46125,45.53919005434437,1003.8018999144156
1707954923.985958,0,1,23.451875,45.50834376950475,1003.8038774618904
1707954925.000895,0,1,23.4411328125,45.501132301829614,1003.8036310866217
1707954926.01454,0,1,23.431171875,45.470225458945855,1003.8046547801636
1707954927.0292737,0,1,23.4190625,45.462855862917415,1003.8021838807571
1707954928.0438023,0,1,23.4065625,45.45544105153253,1003.8007993815743
1707954929.0580304,0,1,23.39484375,45.4481187082531,1003.7955181732174
1707954930.0729642,0,1,23.383515625,45.434897851064406,1003.7857052596609
1707954931.0874565,0,1,23.3723828125,45.433590655360916,1003.777931947365
1707954932.1020393,0,1,23.361640625,45.42638489516902,1003.7759600951003
1707954933.1167686,0,1,23.3497265625,45.419042211116505,1003.7686375898461
1707954934.131698,0,1,23.3383984375,45.405825270097175,1003.7726001983106
1707954935.1458802,0,1,23.32609375,45.38060971582012,1003.7749737286299
1707954936.1591225,0,1,23.313203125,45.36721381670411,1003.7695054046563
1707954937.1724012,0,1,23.301484375,45.32425208548664,1003.7797185035482
1707954938.185717,0,0,23.28859375,45.29898294405339,1003.7828586262066
1707954939.199413,0,0,23.2770703125,45.27387850184739,1003.7761683347167
1707954940.2126508,0,0,23.2657421875,45.248801474270934,1003.7904580488043
1707954941.2261117,0,0,23.255390625,45.22384312835925,1003.8028915313059
1707954942.2393932,0,0,23.2446484375,45.21665141451515,1003.8043577065328
1707954943.2526414,0,0,23.2337109375,45.221309731460735,1003.8106710187077
1707954944.2664948,0,0,23.2235546875,45.19637994916924,1003.809645600013
1707954945.2801337,0,0,23.2126171875,45.18916757888894,1003.8228445971996
1707954946.294368,0,0,23.2003125,45.169927276109775,1003.8303750067744
1707954947.3086758,0,0,23.1880078125,45.156623515140616,1003.8310177164723
1707954948.3224685,0,0,23.17453125,45.149117927409876,1003.8177016866165
1707954949.3363035,0,0,23.1606640625,45.1356346780514,1003.8192444292284
1707954950.3494823,0,0,23.1471875,45.10440305507856,1003.821421765292
1707954951.3627396,0,0,23.1352734375,45.091152488572575,1003.8209756652756
1707954952.3760037,0,0,23.12296875,45.08378856521293,1003.8216149343808
1707954953.3893604,0,0,23.1102734375,45.04673094190247,1003.8250609262988
1707954954.4031591,0,0,23.09875,45.03946107000636,1003.8218054846146
1707954955.416458,0,0,23.08546875,45.014202655632424,1003.8225752222082
1707954956.430382,0,0,23.072578125,44.994921492362494,1003.8222583357962
1707954957.4435375,0,0,23.0596875,44.96971703860773,1003.8236620706807
1707954958.4568007,0,0,23.048359375,44.926924004661004,1003.8207221122036
1707954959.4711437,0,0,23.03703125,44.89598959974414,1003.8074539697839
1707954960.4844148,0,0,23.0251171875,44.88868463494348,1003.7949535961022
1707954961.4976094,0,0,23.014765625,44.84602869416899,1003.7849954175356
1707954962.5108995,0,0,23.0040234375,44.832941794419085,1003.7692379008248
1707954963.5242085,0,0,22.9926953125,44.81386821647169,1003.7456423572119
1707954964.537534,0,0,22.981171875,44.77109869057687,1003.7354983640365
1707954965.550766,0,0,22.9700390625,44.75205639406181,1003.7242686277826
1707954966.5640414,0,0,22.9591015625,44.71528902878879,1003.7167986728798
1707954967.5773833,0,0,22.9473828125,44.66069615771928,1003.7166624683102
1707954968.5907087,0,0,22.9364453125,44.647605496010044,1003.7160758612071
1707954969.6040354,0,0,22.92453125,44.61666439035181,1003.71734167107
1707954970.617335,0,0,22.913203125,44.597621229844684,1003.7195602454972
1707954971.6311603,0,0,22.9008984375,44.578468396410074,1003.7253518442878
1707954972.6457024,0,0,22.8895703125,44.553520539744525,1003.7310107947359
1707954973.6587715,0,0,22.877265625,44.55210383292108,1003.7299172408601
1707954974.6720498,0,0,22.866328125,44.52720623672966,1003.7327687311391
1707954975.6853223,0,0,22.855390625,44.496405000843396,1003.7321779915769
1707954976.6986158,0,0,22.8442578125,44.47149491687644,1003.7415935321319
1707954977.713355,0,0,22.8329296875,44.45247314253314,1003.7369244064639
1707954978.7281075,0,0,22.8223828125,44.44535547884958,1003.7386884277479
1707954979.742662,0,0,22.811640625,44.426405088144094,1003.7418547263362
1707954980.7569735,0,0,22.8012890625,44.39569371683076,1003.7490974561292
1707954981.7704594,0,0,22.790546875,44.400365346662525,1003.7488212132754
1707954982.7846365,0,0,22.7805859375,44.37560803933513,1003.7412129365804
1707954983.7993164,0,0,22.7688671875,44.356556000628345,1003.7393464728971
1707954984.8133872,0,0,22.7575390625,44.325748599437915,1003.7432768546446
1707954985.8264596,0,0,22.7471875,44.30095990398971,1003.7505164753787
1707954986.84017,0,0,22.73625,44.26431024186879,1003.7447582996319
1707954987.8545885,0,0,22.72609375,44.21596424184746,1003.7351099701091
1707954988.8681428,0,0,22.71671875,44.16772273733822,1003.7336147886734
1707954989.8824236,0,0,22.7065625,44.13119495792085,1003.7360089039976
1707954990.8959522,0,0,22.695625,44.082802134748796,1003.7336901212977
1707954991.9096863,0,0,22.68546875,44.05218621608224,1003.7309221488581
1707954992.9224901,0,0,22.675703125,44.00984171813897,1003.7270692915324
1707954993.9371796,0,0,22.6657421875,43.96748688102827,1003.736660622647
1707954994.9502187,0,0,22.6563671875,43.93109708905004,1003.7437644283948
1707954995.9631383,0,0,22.6477734375,43.8889196934747,1003.7573001018187
1707954996.9758844,0,0,22.63859375,43.85257112807648,1003.7802026849777
1707954997.990416,0,0,22.6290234375,43.80442272895463,1003.7955875420759
1707954999.004611,0,0,22.6173046875,43.767807002511525,1003.8040337099177
1707955000.0186737,0,0,22.605390625,43.70766317535431,1003.8138811537787
1707955001.0332348,0,0,22.5925,43.66506216890455,1003.8255780006417
1707955002.0471501,0,0,22.5801953125,43.63429066523654,1003.8399476623854
1707955003.0604663,0,0,22.5684765625,43.60946668747572,1003.8518299737145
1707955004.0736518,0,0,22.5563671875,43.60809964036933,1003.8630752660953
1707955005.0869136,0,0,22.543671875,43.60666663457129,1003.8682055310766
1707955006.100105,0,0,22.5313671875,43.56416346080577,1003.8653711258474
1707955007.1133275,0,0,22.520234375,43.55116322813417,1003.8592844290429
1707955008.1266227,0,0,22.508515625,43.526355548111,1003.8574030447335
1707955009.13979,0,0,22.4966015625,43.501530469850394,1003.8483236622894
1707955010.1529577,0,0,22.48546875,43.46505969494081,1003.8439556992473
1707955011.1658788,0,0,22.47453125,43.428620066986596,1003.8502241661814
1707955012.178806,0,0,22.4628125,43.39796808679596,1003.839741846059
1707955013.1933715,0,0,22.451875,43.343951383939334,1003.8374103550846
1707955014.2081594,0,0,22.4380078125,43.31893981334808,1003.8199897633484
1707955015.2230783,0,0,22.4251171875,43.27645629448217,1003.8007198556185
1707955016.2368038,0,0,22.41359375,43.251719905254056,1003.7922743336599
1707955017.249991,0,0,22.4012890625,43.238620741719664,1003.7773976013136
1707955018.2631216,0,0,22.389375,43.19041236207906,1003.7665959631199
1707955019.2763698,0,0,22.3774609375,43.189079670943485,1003.7661113398115
1707955020.2895672,0,0,22.364765625,43.15251444348267,1003.7695124871369
1707955021.302761,0,0,22.352265625,43.11598048395022,1003.7680724053242
1707955022.3159618,0,0,22.340546875,43.09710655923485,1003.7713427548742
1707955023.3292298,0,0,22.329609375,43.07246873855282,1003.7741651703637
1707955024.3424523,0,0,22.317890625,43.030190641760974,1003.7774341196405
1707955025.3556685,0,0,22.3065625,42.99381906652076,1003.783057822086
1707955026.3688834,0,0,22.2940625,42.951476908434245,1003.7953689594505
1707955027.3820965,0,0,22.28078125,42.92660423109879,1003.8098451929972
1707955028.3953543,0,0,22.2661328125,42.90158437558909,1003.8117779275614
1707955029.4085057,0,0,22.2503125,42.888132261441136,1003.8014858186575
1707955030.4217196,0,0,22.23390625,42.88630951244923,1003.7936771529737
1707955031.4348795,0,0,22.218671875,42.89631026482401,1003.7808997827898
1707955032.4481008,0,0,22.201875,42.91783205486235,1003.7793298328248
1707955033.4613116,0,0,22.1864453125,42.92781228928176,1003.7765473885527
1707955034.4744816,0,0,22.171015625,42.92025043653262,1003.7754830172853
1707955035.4876733,0,0,22.15578125,42.9419476454829,1003.7712978459439
1707955036.5020263,0,0,22.137421875,42.939907558468484,1003.7757731748598
1707955037.5157402,0,0,22.1192578125,42.97297755825424,1003.7805648903902
1707955038.52893,0,0,22.1003125,42.9942670382798,1003.792676364686
1707955039.5422192,0,0,22.0815625,43.0038809299731,1003.7827598051804
1707955040.5554743,0,0,22.06203125,43.007558822168164,1003.7750070723284
1707955041.5687451,0,0,22.042890625,43.01712978575392,1003.7885133303637
1707955042.5818832,0,0,22.023359375,43.02080803080662,1003.7962250014649
1707955043.5951355,0,0,22.0048046875,43.03629446028615,1003.8089625577446
1707955044.6084116,0,0,21.9841015625,43.051542936179,1003.8044496759737
1707955045.621651,0,0,21.9645703125,43.05522165235962,1003.8155919938293
1707955046.634813,0,0,21.9440625,43.07634362570464,1003.8113936954254
1707955047.6480556,0,0,21.9235546875,43.079914074302536,1003.8071937981124
1707955048.66246,0,0,21.9034375,43.06597676639379,1003.7933189974538
1707955049.6773872,0,0,21.884296875,43.05799984157056,1003.7793161350935
1707955050.6916816,0,0,21.8661328125,43.055981890413,1003.7754945544345
1707955051.7055526,0,0,21.8493359375,43.0365691975907,1003.7687449116513
1707955052.7204337,0,0,21.831171875,43.017008187451104,1003.7614848219259
1707955053.737033,0,0,21.812421875,42.99738574655013,1003.754987005666
1707955054.7508643,0,0,21.7954296875,42.989654568332966,1003.7530702212839
1707955055.765752,0,0,21.77921875,42.97031897621013,1003.7558611874177
1707955056.7805781,0,0,21.762421875,42.95676687908858,1003.7576960698253
1707955057.7941806,0,0,21.7462109375,42.949126296719015,1003.7570486611559
1707955058.808608,0,0,21.7309765625,42.93575047350546,1003.7614271473961
1707955059.8229015,0,0,21.71515625,42.91062491621652,1003.7579783928612
1707955060.8373268,0,0,21.7003125,42.903139843101734,1003.7595556171889
1707955061.8518877,0,0,21.685859375,42.889856502325365,1003.7497443742623
1707955062.8661504,0,0,21.670234375,42.905655911535746,1003.7500466184674
1707955063.8787994,0,0,21.6567578125,42.892481179535224,1003.7521314131168
1707955064.8923993,0,0,21.642890625,42.88510653646486,1003.7535787092967
1707955065.906628,0,0,21.628046875,42.87178357636619,1003.7482808611217
1707955066.9194293,0,0,21.61359375,42.881869188557744,1003.7436189029537
1707955067.9322226,0,0,21.6003125,42.87456086910318,1003.7477360726497
1707955068.9450254,0,0,21.586640625,42.878891734764,1003.7374760323021
1707955069.9581366,0,0,21.5721875,42.906502204410955,1003.7345293745146
