Time,Counts per Interval
1710975510.6699114,4
1710975520.6802342,3
1710975530.6905525,4
1710975540.700786,2
1710975550.711086,3
1710975560.7213626,0
1710975570.731658,0
1710975580.7419543,1
1710975590.752198,2
1710975600.7624326,4
1710975610.7727299,3
1710975620.7830267,4
