Time,Counts per Interval
1710975149.1670108,10
1710975159.17725,16
1710975169.1780457,8
1710975179.1882563,15
1710975189.192444,7
1710975199.1990445,7
1710975209.2092712,10
1710975219.219518,11
1710975229.2297144,9
1710975239.2399173,7
1710975249.250205,17
1710975259.260488,11
