Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712791129.51,0,0,38.4,0.0,0.0,0.0,24.1301953125,47.713848345041505,1005.8537878330893,61.76130535214882,231505.4
1712791134.53,0,0,38.4,0.0,0.0,0.0,24.263984375,47.10054498921323,1005.851771852964,61.77818968712036,240442.6
1712791139.53,0,0,36.8,0.0,0.0,0.0,24.34828125,46.640196793942344,1005.8571599083343,61.7330635776885,248468.2
1712791144.45,0,0,40.4,0.0,0.0,0.0,24.34828125,46.640196793942344,1005.8571599083343,61.7330635776885,248468.2
1712791149.51,0,0,38.8,0.0,0.0,0.0,24.420664062500002,46.28322672916154,1005.8526268316043,61.77102900569073,255631.8
1712791154.48,0,0,36.0,0.0,0.0,0.0,24.488515625,46.046392690990345,1005.8489147448014,61.80211857065194,261854.4
1712791159.51,0,0,35.2,0.0,0.0,0.0,24.552578125,45.863474428771276,1005.8503273346099,61.790287800683075,267576.8
1712791164.48,0,0,38.4,0.0,0.0,0.0,24.61265625,45.70609619516005,1005.8538290012191,61.760960535680184,273105.6
1712791169.55,0,0,38.4,0.0,0.0,0.0,24.678203125,45.56239920279171,1005.8532978383049,61.765409224127765,278915.0
1712791174.48,0,0,39.2,0.0,0.0,0.0,24.745195312499998,45.45416795707533,1005.8534849489901,61.76384210865491,282083.0
1712791179.51,0,0,36.8,0.0,0.0,0.0,24.798359375,45.3619461855223,1005.8480141746055,61.80966108032247,287438.8
1712791184.48,0,0,36.2,0.0,0.0,0.0,24.8568359375,45.156715750363695,1005.852147435,61.7750440071657,291768.8
1712791189.51,0,0,35.8,0.0,0.0,0.0,24.91359375,44.94915565432434,1005.8523568256742,61.77329031670912,295912.4
1712791194.48,0,0,37.6,0.0,0.0,0.0,24.967929687499996,44.79062538654148,1005.8569563415015,61.73476839738811,300127.6
1712791199.51,0,0,42.0,0.0,0.0,0.0,25.019101562499998,44.70546145905645,1005.858594657909,61.72104721198448,303461.8
1712791204.48,0,0,33.6,0.0,0.0,0.0,25.072265625000004,44.61473010751725,1005.8652688619029,61.66514966196208,307439.8
1712791209.51,0,0,40.2,0.0,0.0,0.0,25.11359375,44.44210074008252,1005.8615201448292,61.696545733942365,310709.6
1712791214.46,0,0,40.2,0.0,0.0,0.0,25.1500390625,44.30053664697474,1005.8515852276471,61.77975268043933,313695.0
1712791219.57,0,0,39.2,0.0,0.0,0.0,25.180468749999996,44.23529632968556,1005.8579880604882,61.7261275526155,316738.0
1712791224.48,0,0,41.0,0.0,0.0,0.0,25.213007812500003,44.226269956099955,1005.8523279001887,61.77353267636629,318981.8
1712791229.51,0,0,38.6,0.0,0.0,0.0,25.236679687499997,44.1859052110136,1005.845320850555,61.83221839442744,321817.8
1712791234.48,0,0,36.6,0.0,0.0,0.0,25.2666015625,44.106661550620444,1005.845768463616,61.82846953452662,324198.8
1712791239.51,0,0,38.8,0.0,0.0,0.0,25.296289062499998,44.06934645620387,1005.8393707517389,61.882052291655974,326423.4
1712791244.48,0,0,34.2,0.0,0.0,0.0,25.311796875,44.076977715552154,1005.841359227373,61.86539814578106,328743.4
1712791249.48,0,0,33.6,0.0,0.0,0.0,25.323359375000003,44.15405824115802,1005.8468918016554,61.81906124073386,331228.4
1712791254.51,0,0,36.6,0.0,0.0,0.0,25.343046875000002,44.16800950083998,1005.8430122416103,61.851553671062845,332753.2
1712791259.48,0,0,40.2,0.0,0.0,0.0,25.356484375,44.26752026700152,1005.8394797017205,61.88113978895592,334756.8
1712791264.5,0,0,40.2,0.0,0.0,0.0,25.36390625,44.37921116671834,1005.8360109646201,61.91019154644789,336857.2
1712791269.52,0,0,38.0,0.0,0.0,0.0,25.359765625,44.30872458640998,1005.8449978875084,61.83492329383521,339881.4
1712791274.51,0,0,39.0,0.0,0.0,0.0,25.369179687499997,44.152414928138455,1005.8418249153377,61.86149787662178,341974.4
1712791279.48,0,0,39.2,0.0,0.0,0.0,25.3833203125,44.036387324737646,1005.8449031486136,61.83571679091195,344379.6
1712791284.49,0,0,37.0,0.0,0.0,0.0,25.3833203125,44.036387324737646,1005.8449031486136,61.83571679091195,344379.6
1712791289.48,0,0,40.2,0.0,0.0,0.0,25.398710937500002,43.9310572067446,1005.8460099295987,61.82644717397592,346530.0
1712791294.51,0,0,36.4,0.0,0.0,0.0,25.420429687499997,43.82303342713475,1005.8370541567076,61.90145452500377,348854.8
1712791299.48,0,0,39.6,0.0,0.0,0.0,25.439179687499998,43.7623983914409,1005.8512743072955,61.78235665963291,350690.4
1712791304.51,0,0,34.8,0.0,0.0,0.0,25.4491796875,43.67403973048399,1005.8504406317907,61.789338908735466,353521.6
1712791309.48,0,0,39.4,0.0,0.0,0.0,25.470546875,43.54985994027921,1005.8486949586844,61.80395934906916,355104.2
1712791314.51,0,0,39.4,0.0,0.0,0.0,25.442265624999997,43.48040327537983,1005.8422082043016,61.858287709911394,357849.8
1712791319.54,0,0,43.8,0.0,0.0,0.0,25.437656249999996,43.49148138211778,1005.8493913450769,61.79812693697024,360721.0
1712791324.51,0,0,38.2,0.0,0.0,0.0,25.4423828125,43.5059600428399,1005.8457995694013,61.82820899932874,362129.6
1712791329.48,0,0,35.4,0.0,0.0,0.0,25.42890625,43.485828323770804,1005.8411261391378,61.867350326475915,364430.8
1712791334.51,0,0,34.6,0.0,0.4,0.4,25.4126953125,43.45958106843482,1005.8338905470715,61.9279507681703,366676.0
1712791339.48,0,0,39.6,0.0,0.4,0.4,25.401328125,43.41996983561164,1005.8368357278829,61.903283874806256,368866.8
1712791344.51,0,0,39.8,0.0,1.0,1.0,25.395937500000002,43.44836363664478,1005.8325221152991,61.939411888747784,370757.2
1712791349.48,0,0,37.0,0.0,1.0,1.0,25.396132812500003,43.46115392477426,1005.8338687210701,61.92813364962488,372333.8
1712791354.51,0,0,35.8,0.0,1.0,1.0,25.400703125,43.46051993086281,1005.8276394244182,61.98030627880282,373249.6
1712791359.49,0,0,42.0,0.0,1.0,1.0,25.4125,43.45027193690995,1005.8233803449932,62.01597783768263,376764.4
1712791364.52,0,0,42.0,0.0,1.0,1.0,25.4190625,43.41040736478447,1005.8242338440183,62.00882938592417,378951.4
1712791369.48,0,0,39.4,0.0,1.0,1.0,25.4341015625,43.40981852230255,1005.8206737704228,62.03864654910128,379559.8
1712791374.51,0,0,37.2,0.0,1.0,1.0,25.453125,43.42245494301848,1005.8244912090282,62.00667385618699,378818.2
1712791379.48,0,0,36.0,0.0,1.0,1.0,25.4548828125,43.4481923914834,1005.8271075625831,61.984760829908154,381354.8
1712791384.51,0,0,38.8,0.0,1.0,1.0,25.4472265625,43.43338179006549,1005.8298464646554,61.96182150391305,384649.6
1712791389.49,0,0,38.6,0.0,1.0,1.0,25.445156250000004,43.421536853243175,1005.8294198704701,61.96539435214263,384822.4
1712791394.51,0,0,38.2,0.0,0.6,0.6,25.4428515625,43.481631786182426,1005.8170592597962,62.06891975384541,386493.8
1712791399.49,0,0,33.4,0.0,0.6,0.6,25.4439453125,43.46318335506892,1005.8253471786447,61.99950487237844,387066.8
1712791404.51,0,0,34.8,0.0,0.0,0.0,25.43484375,43.42034888687065,1005.8242976795543,62.0082947734348,389653.0
1712791409.49,0,0,39.6,0.0,0.0,0.0,25.43734375,43.376541385748745,1005.8176405547332,62.06405113703954,390415.6
1712791414.49,0,0,39.6,0.0,0.0,0.0,25.436289062500002,43.36597796568933,1005.8134912406316,62.098803616206304,390866.8
1712791419.48,0,0,38.2,0.0,0.0,0.0,25.4394140625,43.41159144830851,1005.8160307528003,62.077533981317174,391728.0
1712791424.54,0,0,39.2,0.0,0.0,0.0,25.445625,43.472664676504095,1005.8251169219217,62.00143329700073,394145.2
1712791429.45,0,0,40.0,0.0,0.0,0.0,25.445625,43.472664676504095,1005.8251169219217,62.00143329700073,394145.2
1712791434.51,0,0,40.6,0.0,0.0,0.0,25.425351562499998,43.50980068559648,1005.8215724662739,62.031119616533964,395160.2
1712791439.48,0,0,37.4,0.0,0.0,0.0,25.4037890625,43.510796325437916,1005.8216289716171,62.03064634037379,396545.6
1712791444.51,0,0,34.4,0.0,0.0,0.0,25.406250000000004,43.48437667357814,1005.8250884858932,62.00167142647548,397339.0
1712791449.48,0,0,36.4,0.0,0.0,0.0,25.407929687500005,43.457870324055,1005.8190889045676,62.05192053044836,398041.0
1712791454.51,0,0,44.4,0.0,0.0,0.0,25.3925,43.482791853280155,1005.8104510943647,62.12426632654653,399825.8
1712791459.48,0,0,37.4,0.0,0.0,0.0,25.389609375,43.55677289083142,1005.8096628729911,62.130868101493114,401009.2
1712791464.51,0,0,37.4,0.0,0.0,0.0,25.373359375,43.55489648062897,1005.8037173181322,62.180665381206474,402872.0
